,hardware_model,instrument_name,serial_numbers,transmit_frequency,phased_array,cruise_beg_date,blanking_interval,bin_length,transducer_beam_angle,transmit_pulse_length,comments,bw_from_comments,bw_from_hardware_model,bw_from_transmit_frequency,bandwidth
1858,WorkHorse 300,Workhorse-300,,300kHz,phased array,2013-09-10 18:14:45.000000000,2 m,2 m,30 degrees,2 m,single-ping data files QC'ed then averaged///OK///gaps in heading correction?,,,,
1859,Ocean Surveyer 38,OS-38,,38kHz,phased array,2013-09-30 18:16:48.000000000,16 m,12 m,30 degrees,13 m,broadband///Broadband mode///single-ping data files QC'ed then averaged///OK///gaps in heading correction?,broadband,,,broadband
1860,Ocean Surveyer 38,OS-38,,38kHz,phased array,2013-09-30 18:16:48.000000000,16 m,24 m,30 degrees,24 m,narrowband///single-ping data files QC'ed then averaged///OK///gaps in heading correction?,narrowband,,,narrowband
1861,WorkHorse 300,Workhorse-300,,300kHz,phased array,2013-09-30 18:14:35.000000004,2 m,2 m,30 degrees,2 m,single-ping data files QC'ed then averaged///OK///gaps in heading correction?,,,,
1862,Ocean Surveyer 38,OS-38,,38kHz,phased array,2013-10-26 17:50:37.000000000,16 m,12 m,30 degrees,13 m,broadband///Broadband mode///single-ping data files QC'ed then averaged///OK///gaps in heading correction?,broadband,,,broadband
1863,Ocean Surveyer 38,OS-38,,38kHz,phased array,2013-10-26 17:50:37.000000000,16 m,24 m,30 degrees,24 m,narrowband///single-ping data files QC'ed then averaged///OK///gaps in heading correction?,narrowband,,,narrowband
1864,WorkHorse 300,Workhorse-300,,300kHz,phased array,2013-10-26 17:47:38.000000000,2 m,2 m,30 degrees,2 m,single-ping data files QC'ed then averaged///OK///gaps in heading correction?,,,,
1865,Ocean Surveyer 38,OS-38,,38kHz,phased array,2013-11-25 17:48:57.000000000,16 m,12 m,30 degrees,13 m,broadband///Broadband mode///single-ping data files QC'ed then averaged///OK///gaps in heading correction? none,broadband,,,broadband
1866,Ocean Surveyer 38,OS-38,,38kHz,phased array,2013-11-25 17:48:57.000000000,16 m,24 m,30 degrees,24 m,narrowband///single-ping data files QC'ed then averaged///OK///gaps in heading correction? none,narrowband,,,narrowband
1867,WorkHorse 300,Workhorse-300,,300kHz,phased array,2013-11-25 17:45:56.000000000,2 m,2 m,30 degrees,2 m,single-ping data files QC'ed then averaged///OK///gaps in heading correction? none,,,,
1868,Ocean Surveyer 38,OS-38,,38kHz,phased array,2013-12-19 18:39:42.000000000,16 m,12 m,30 degrees,13 m,broadband///Broadband mode///single-ping data files QC'ed then averaged///OK///gaps in heading correction? none,broadband,,,broadband
1869,Ocean Surveyer 38,OS-38,,38kHz,phased array,2013-12-19 18:39:42.000000000,16 m,24 m,30 degrees,24 m,narrowband///single-ping data files QC'ed then averaged///OK///gaps in heading correction? none,narrowband,,,narrowband
1870,WorkHorse 300,Workhorse-300,,300kHz,phased array,2013-12-19 18:36:43.000000000,2 m,2 m,30 degrees,2 m,single-ping data files QC'ed then averaged///OK///gaps in heading correction? NONE,,,,
1871,Ocean Surveyer 38,OS-38,,38kHz,phased array,2010-03-15 21:42:27.000000000,16 m,12 m,30 degrees,13 m,broadband///Broadband mode///single-ping data files QC'ed then averaged///OK///not identifying the bottom when the ship was,broadband,,,broadband
1872,Ocean Surveyer 38,OS-38,,38kHz,phased array,2010-03-15 21:42:33.000000000,16 m,24 m,30 degrees,24 m,narrowband///narrowband mode///single-ping data files QC'ed then averaged///OK,narrowband,,,narrowband
1873,VM-150 Narrowband,VM-150,,,phased array,2014-03-20 10:06:28.000000000,8 m,8 m,,8 m,original heading alignment:45.58///single pings are QC'ed then averaged///sound speed correction///see notes above,,narrowband,,narrowband
1874,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array,2014-03-20 10:06:30.000000000,16m,24m,30 degrees,24m,phased array///original heading alignment:44.64///single pings are QC'ed then averaged///There appears to be an overall bias in the direction,,,narrowband,narrowband
1875,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2011-11-03 03:11:18.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1876,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2011-11-03 03:11:23.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to",,,narrowband,narrowband
1877,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2011-12-06 00:51:41.000000004,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1878,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2011-12-06 00:51:44.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to",,,narrowband,narrowband
1879,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2011-12-30 05:00:52.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1880,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2011-12-30 05:00:56.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to",,,narrowband,narrowband
1881,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-02-13 00:28:30.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///For the WATER TRACK METHOD,///In August 2000, a sound velocity probe (SVP)",,,,
1882,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-02-13 00:28:35.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///Using an amplitude of 1.000 showed a noticable velocity bias",,,narrowband,narrowband
1883,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-03-18 11:01:34.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1884,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-03-18 11:01:38.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to",,,narrowband,narrowband
1885,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-04-09 03:01:46.999999999,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///output from CODAS lst_conf.cnt below///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1886,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-04-09 03:01:53.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to",,,narrowband,narrowband
1887,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-05-03 09:19:40.000000000,8 m,8 m,30 deg.,8 m,"Lots of non-monotonic time warnings in some serial database.///The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1888,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-05-03 09:19:44.000000000,16 m,24 m,30 degrees,24 m,"Lots of non-monotonic time warnings in some serial database.///phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to",,,narrowband,narrowband
1889,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-06-07 15:02:16.999999998,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the///In August 2000, a sound velocity probe (SVP)",,,,
1890,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-06-07 15:02:20.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the",,,narrowband,narrowband
1891,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-09-19 04:43:47.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the///For the WATER TRACK METHOD,///In August 2000, a sound velocity probe (SVP)",,,,
1892,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-09-19 04:43:49.999999996,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the///only used bottom tracks for calibration where good",,,narrowband,narrowband
1893,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-10-11 09:46:02.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the///For the WATER TRACK METHOD,///In August 2000, a sound velocity probe (SVP)",,,,
1894,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-10-11 09:46:06.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the",,,narrowband,narrowband
1895,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-11-05 05:48:54.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the///For the WATER TRACK METHOD,///In August 2000, a sound velocity probe (SVP)",,,,
1896,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-11-05 05:48:57.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the",,,narrowband,narrowband
1897,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-11-29 04:04:34.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the///For the WATER TRACK METHOD,///In August 2000, a sound velocity probe (SVP)",,,,
1898,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-11-29 04:04:39.000000000,16 m,24 m,30 degrees,24 m,"phased array///Single pings are QC'd then averaged to 300 s ensembles, using the",,,narrowband,narrowband
1899,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-12-11 10:05:00.000000004,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the///In August 2000, a sound velocity probe (SVP)",,,,
1900,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-12-11 10:05:02.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the",,,narrowband,narrowband
1901,Ocean Surveyer 75,OS-75,,75kHz broadband,,2012-05-26 15:55:29.000000000,8 m,8 m,,8 m,xducer in fresh water///single-ping data files QC'ed then averaged///no gaps in heading correction///good///no gaps in heading correction,,,broadband,broadband
1902,Ocean Surveyer 75,OS-75,,75kHz narrowband,,2012-05-26 15:55:29.000000000,8 m,16 m,,16 m,xducer in fresh water///single-ping data files QC'ed then averaged///no gaps in heading correction///good///no gaps in heading correction,,,narrowband,narrowband
1903,Ocean Surveyer 75,OS-75,,75kHz broadband,,2013-01-16 22:04:58.000000000,8 m,8 m,,8 m,xducer in fresh water///single-ping data files QC'ed then averaged///good///- very short gap in heading correction at the beginning,,,broadband,broadband
1904,Ocean Surveyer 75,OS-75,,75kHz narrowband,,2013-01-16 22:04:58.000000000,8 m,16 m,,16 m,xducer in fresh water///single-ping data files QC'ed then averaged///very short gap in heading///good///- very short gap in heading correction at the beginning,,,narrowband,narrowband
1905,Ocean Surveyer 75,OS-75,,75kHz broadband,,2013-03-26 15:29:53.000000000,8 m,8 m,,8 m,xducer in fresh water///single-ping data files QC'ed then averaged///good///none,,,broadband,broadband
1906,Ocean Surveyer 75,OS-75,,75kHz narrowband,,2013-03-26 15:29:53.000000000,8 m,16 m,,16 m,xducer in fresh water///single-ping data files QC'ed then averaged///good///none,,,narrowband,narrowband
1907,Ocean Surveyor 75,OS-75,,75 kHz,,2013-12-23 07:24:04.000000004,8 m,8 m,,8 m,ping type broadband from interleaved///single-ping data files QC'ed then averaged///The Mark 37 gyro relies on manual latitude///no gaps in heading correction///no gaps in heading correction,broadband,,,broadband
1908,Ocean Surveyor 75,OS-75,,75 kHz,,2013-12-23 07:24:04.000000004,8 m,16 m,,16 m,ping type narrowband from interleaved///single-ping data files QC'ed then averaged///The Mark 37 gyro relies on manual latitude///no gaps in heading correction///no gaps in heading correction,narrowband,,,narrowband
1909,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2012-12-31 00:55:40.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the///In August 2000, a sound velocity probe (SVP)",,,,
1910,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2012-12-31 00:55:44.000000004,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the",,,narrowband,narrowband
1911,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2013-02-13 04:34:50.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the///For the WATER TRACK METHOD,///In August 2000, a sound velocity probe (SVP)",,,,
1912,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2013-02-13 04:34:54.000000000,16 m,24 m,30 degrees,24 m,"phased array///Single pings are QC'd then averaged to 300 s ensembles, using the",,,narrowband,narrowband
1913,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2013-03-11 02:54:06.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to 300 s ensembles, using the///For the WATER TRACK METHOD,///In August 2000, a sound velocity probe (SVP)",,,,
